StatZone,Street,HouseNum,Year,Month,Day,DayWeek,CrimeType,CrimeLocType
611,דמה,דמה,2011.0,9.0,15.0,5.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2015.0,8.0,11.0,3.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2013.0,8.0,5.0,2.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2013.0,7.0,4.0,5.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2011.0,7.0,6.0,4.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2011.0,7.0,6.0,4.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2013.0,6.0,5.0,4.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2012.0,6.0,7.0,5.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2012.0,5.0,27.0,1.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2014.0,5.0,15.0,5.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2011.0,5.0,27.0,6.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2014.0,4.0,28.0,2.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2013.0,4.0,27.0,7.0,שאר עבירות,רחוב             
611,דמה,דמה,2012.0,4.0,2.0,2.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2014.0,3.0,13.0,5.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,3.0,16.0,2.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,3.0,11.0,4.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2014.0,1.0,27.0,2.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,12.0,13.0,1.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2012.0,12.0,7.0,6.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,11.0,20.0,6.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2010.0,12.0,29.0,4.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2011.0,11.0,29.0,3.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2014.0,11.0,5.0,4.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2011.0,11.0,23.0,4.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2011.0,11.0,16.0,4.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2015.0,10.0,9.0,6.0,עבירות בטחון,רחוב             
611,דמה,דמה,2010.0,11.0,12.0,6.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2011.0,10.0,18.0,3.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2012.0,10.0,5.0,6.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2012.0,9.0,16.0,1.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2012.0,9.0,14.0,6.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2010.0,10.0,16.0,7.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2015.0,8.0,1.0,7.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2010.0,9.0,26.0,1.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2012.0,8.0,29.0,4.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2011.0,9.0,7.0,4.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2011.0,9.0,7.0,4.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2010.0,9.0,13.0,2.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2011.0,8.0,14.0,1.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2012.0,8.0,2.0,5.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,7.0,25.0,7.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2012.0,7.0,24.0,3.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2012.0,6.0,19.0,3.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2012.0,6.0,12.0,3.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2012.0,6.0,7.0,5.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2015.0,5.0,18.0,2.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2013.0,4.0,30.0,3.0,שאר עבירות,רחוב             
611,דמה,דמה,2015.0,5.0,2.0,7.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,4.0,9.0,5.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2011.0,3.0,23.0,4.0,עבירות מרמה,רחוב             
611,דמה,דמה,2012.0,3.0,2.0,6.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2011.0,2.0,16.0,4.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,1.0,20.0,3.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2011.0,1.0,16.0,1.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2015.0,1.0,6.0,3.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2012.0,12.0,23.0,1.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,12.0,17.0,5.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2015.0,11.0,30.0,2.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2013.0,11.0,17.0,1.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2013.0,11.0,17.0,1.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2011.0,11.0,29.0,3.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2011.0,11.0,29.0,3.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2011.0,11.0,29.0,3.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2010.0,12.0,20.0,2.0,עבירות מרמה,רחוב             
611,דמה,דמה,2015.0,11.0,2.0,2.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,10.0,20.0,3.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2013.0,10.0,9.0,4.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,9.0,11.0,6.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2012.0,9.0,18.0,3.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2013.0,8.0,22.0,5.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2014.0,8.0,19.0,3.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2011.0,6.0,1.0,4.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2014.0,8.0,6.0,4.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2013.0,8.0,5.0,2.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2014.0,8.0,2.0,7.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2010.0,8.0,21.0,7.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,7.0,24.0,6.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2011.0,7.0,6.0,4.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2011.0,6.0,30.0,5.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2012.0,6.0,12.0,3.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2012.0,6.0,7.0,5.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2014.0,5.0,9.0,6.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2014.0,5.0,4.0,1.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2013.0,4.0,27.0,7.0,עבירות בטחון,רחוב             
611,דמה,דמה,2011.0,4.0,25.0,2.0,עבירות סדר ציבורי,רחוב             
611,דמה,דמה,2014.0,4.0,7.0,2.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2013.0,4.0,9.0,3.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2012.0,4.0,9.0,2.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2015.0,4.0,4.0,7.0,עבירות כלפי המוסר,רחוב             
611,דמה,דמה,2011.0,4.0,6.0,4.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2013.0,3.0,12.0,3.0,עבירות נגד גוף,רחוב             
611,דמה,דמה,2010.0,2.0,27.0,7.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2014.0,2.0,17.0,2.0,עבירות כלפי הרכוש,רחוב             
611,דמה,דמה,2014.0,1.0,17.0,6.0,עבירות כלפי הרכוש,קניון            
611,דמה,דמה,2011.0,3.0,29.0,3.0,עבירות כלפי הרכוש,סניף דואר        
611,דמה,דמה,2011.0,12.0,4.0,1.0,עבירות סדר ציבורי,משרדים           
611,דמה,דמה,2013.0,10.0,30.0,4.0,עבירות נגד גוף,משרד פרטי        
611,דמה,דמה,2013.0,10.0,30.0,4.0,עבירות סדר ציבורי,משרד פרטי        
611,דמה,דמה,2010.0,3.0,26.0,6.0,עבירות סדר ציבורי,משרד מוניציפאלי  
611,דמה,דמה,2010.0,7.0,18.0,1.0,עבירות כלפי הרכוש,מקומות אחרים     
611,דמה,דמה,2015.0,1.0,18.0,1.0,עבירות מרמה,מפעלים ומחסנים   
611,דמה,דמה,2010.0,11.0,23.0,3.0,עבירות נגד גוף,מפעלים ומחסנים   
611,דמה,דמה,2010.0,11.0,28.0,1.0,עבירות כלפי הרכוש,מחשב             
611,דמה,דמה,2015.0,3.0,14.0,7.0,עבירות סדר ציבורי,מחסן-מקלט        
611,דמה,דמה,2013.0,6.0,24.0,2.0,עבירות כלפי הרכוש,מחסן-מקלט        
611,דמה,דמה,2013.0,3.0,13.0,4.0,עבירות כלפי המוסר,מחסן-מקלט        
611,דמה,דמה,2015.0,3.0,14.0,7.0,עבירות סדר ציבורי,מחסן-מקלט        
611,דמה,דמה,2015.0,4.0,27.0,2.0,עבירות נגד גוף,מועדון נוער      
611,דמה,דמה,2015.0,3.0,6.0,6.0,עבירות כלפי הרכוש,מוסך             
611,דמה,דמה,2010.0,1.0,29.0,6.0,עבירות כלפי הרכוש,מוסך             
611,דמה,דמה,2012.0,3.0,29.0,5.0,עבירות נגד גוף,מוסדות חנוך      
611,דמה,דמה,2012.0,3.0,29.0,5.0,עבירות כלפי הרכוש,מוסדות חנוך      
611,דמה,דמה,2012.0,3.0,29.0,5.0,עבירות נגד גוף,מוסדות חנוך      
611,דמה,דמה,2012.0,3.0,29.0,5.0,עבירות כלפי הרכוש,מוסדות חנוך      
611,דמה,דמה,2014.0,3.0,2.0,1.0,עבירות נגד גוף,מוסדות חנוך      
611,דמה,דמה,2014.0,2.0,9.0,1.0,עבירות כלפי הרכוש,מוסדות חנוך      
611,דמה,דמה,2013.0,1.0,3.0,5.0,עבירות כלפי המוסר,מוסדות חנוך      
611,דמה,דמה,2012.0,3.0,29.0,5.0,עבירות סדר ציבורי,מוסדות חנוך      
611,דמה,דמה,2010.0,8.0,29.0,1.0,עבירות סדר ציבורי,מוסד ציבור אחר   
611,דמה,דמה,2011.0,6.0,2.0,5.0,עבירות מרמה,מוסד דת)בית כנסת 
611,דמה,דמה,2011.0,6.0,2.0,5.0,עבירות מרמה,מוסד דת)בית כנסת 
611,דמה,דמה,2010.0,7.0,20.0,3.0,עבירות סדר ציבורי,מוסד בריאות אחר  
611,דמה,דמה,2015.0,12.0,9.0,4.0,עבירות כלפי המוסר,כלי רכב          
611,דמה,דמה,2015.0,12.0,2.0,4.0,עבירות כלפי המוסר,כלי רכב          
611,דמה,דמה,2011.0,3.0,22.0,3.0,עבירות כלפי הרכוש,כביש עירוני      
611,דמה,דמה,2011.0,4.0,6.0,4.0,עבירות נגד גוף,כביש עירוני      
611,דמה,דמה,2013.0,7.0,10.0,4.0,עבירות סדר ציבורי,כביש עירוני      
611,דמה,דמה,2010.0,5.0,14.0,6.0,עבירות סדר ציבורי,כביש בין עירוני  
611,דמה,דמה,2011.0,9.0,16.0,6.0,עבירות סדר ציבורי,טלפון            
611,דמה,דמה,2012.0,5.0,6.0,1.0,עבירות סדר ציבורי,טלפון            
611,דמה,דמה,2010.0,4.0,16.0,6.0,עבירות סדר ציבורי,טלפון            
611,דמה,דמה,2012.0,2.0,27.0,2.0,עבירות סדר ציבורי,טלפון            
611,דמה,דמה,2012.0,6.0,8.0,6.0,עבירות סדר ציבורי,טלפון            
611,דמה,דמה,2012.0,6.0,10.0,1.0,עבירות סדר ציבורי,טלפון            
611,דמה,דמה,2012.0,8.0,7.0,3.0,עבירות סדר ציבורי,טלפון            
611,דמה,דמה,2012.0,2.0,14.0,3.0,עבירות סדר ציבורי,טלפון            
611,דמה,דמה,2012.0,10.0,1.0,2.0,עבירות כלפי הרכוש,חצר בית          
611,דמה,דמה,2011.0,10.0,14.0,6.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2012.0,9.0,17.0,2.0,עבירות כלפי הרכוש,חצר בית          
611,דמה,דמה,2010.0,9.0,26.0,1.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2014.0,7.0,24.0,5.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2012.0,7.0,21.0,7.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2014.0,5.0,19.0,2.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2015.0,5.0,17.0,1.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2010.0,4.0,25.0,1.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2013.0,3.0,21.0,5.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2014.0,2.0,11.0,3.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2011.0,1.0,26.0,4.0,עבירות כלפי הרכוש,חצר בית          
611,דמה,דמה,2012.0,1.0,18.0,4.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2010.0,1.0,5.0,3.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2011.0,10.0,26.0,4.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2011.0,10.0,11.0,3.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2011.0,8.0,8.0,2.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2010.0,6.0,18.0,6.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2013.0,3.0,31.0,1.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2013.0,3.0,21.0,5.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2014.0,8.0,31.0,1.0,עבירות כלפי הרכוש,חצר בית          
611,דמה,דמה,2012.0,7.0,21.0,7.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2014.0,6.0,28.0,7.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2010.0,6.0,19.0,7.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2014.0,1.0,20.0,2.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2012.0,5.0,15.0,3.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2012.0,5.0,15.0,3.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2015.0,2.0,12.0,5.0,עבירות כלפי הרכוש,חצר בית          
611,דמה,דמה,2012.0,10.0,23.0,3.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2011.0,11.0,1.0,3.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2012.0,10.0,13.0,7.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2014.0,9.0,28.0,1.0,עבירות כלפי הרכוש,חצר בית          
611,דמה,דמה,2010.0,10.0,13.0,4.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2013.0,8.0,3.0,7.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2012.0,7.0,30.0,2.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2011.0,5.0,1.0,1.0,עבירות סדר ציבורי,חצר בית          
611,דמה,דמה,2014.0,6.0,1.0,1.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2015.0,5.0,17.0,1.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2013.0,4.0,28.0,1.0,עבירות כלפי הרכוש,חצר בית          
611,דמה,דמה,2012.0,4.0,13.0,6.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2014.0,3.0,27.0,5.0,עבירות נגד גוף,חצר בית          
611,דמה,דמה,2013.0,10.0,6.0,1.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2012.0,5.0,20.0,1.0,עבירות כלפי המוסר,חניון            
611,דמה,דמה,2012.0,5.0,19.0,7.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2012.0,5.0,19.0,7.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2012.0,3.0,25.0,1.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2011.0,3.0,16.0,4.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,3.0,7.0,7.0,עבירות נגד גוף,חניון            
611,דמה,דמה,2012.0,2.0,13.0,2.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2012.0,11.0,4.0,1.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,10.0,30.0,6.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2012.0,10.0,29.0,2.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2012.0,5.0,19.0,7.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2012.0,3.0,25.0,1.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,10.0,20.0,3.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2012.0,10.0,29.0,2.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,10.0,23.0,6.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2012.0,6.0,20.0,4.0,עבירות כלפי המוסר,חניון            
611,דמה,דמה,2014.0,5.0,8.0,5.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2012.0,3.0,3.0,7.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,12.0,31.0,5.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,10.0,23.0,6.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,10.0,30.0,6.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,10.0,25.0,1.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,10.0,22.0,5.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,8.0,25.0,3.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,7.0,24.0,6.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,5.0,23.0,7.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2012.0,2.0,13.0,2.0,עבירות כלפי הרכוש,חניון            
611,דמה,דמה,2015.0,12.0,19.0,7.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2015.0,12.0,11.0,6.0,עבירות סדר ציבורי,חניה             
611,דמה,דמה,2013.0,12.0,3.0,3.0,עבירות סדר ציבורי,חניה             
611,דמה,דמה,2014.0,11.0,6.0,5.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2011.0,11.0,24.0,5.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2010.0,12.0,12.0,1.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2010.0,12.0,12.0,1.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2015.0,10.0,28.0,4.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2015.0,10.0,28.0,4.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2015.0,10.0,28.0,4.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2012.0,10.0,1.0,2.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2010.0,10.0,20.0,4.0,עבירות סדר ציבורי,חניה             
611,דמה,דמה,2012.0,9.0,7.0,6.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2011.0,7.0,28.0,5.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2010.0,6.0,20.0,1.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2012.0,5.0,22.0,3.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2010.0,5.0,18.0,3.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2011.0,5.0,20.0,6.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2013.0,4.0,4.0,5.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2012.0,3.0,16.0,6.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2010.0,3.0,24.0,4.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2010.0,3.0,24.0,4.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2013.0,2.0,18.0,2.0,עבירות כלפי הרכוש,חניה             
611,דמה,דמה,2011.0,2.0,15.0,3.0,עבירות כלפי הרכוש,חניה             
